Temp(degC),Salinity(PSU),pH,DO(mg/l),rainfall(mm),At_temp(degC)
25,33.9,8.26,7.366,0,21.5
25,33.8,8.26,7.424,0,21.4
25,33.8,8.26,7.556,0,21.4
25,33.8,8.26,7.699,0,21.4
25,33.8,8.26,7.704,0,21.3
25,33.8,8.26,7.771,0,21.3
25,33.8,8.26,7.715,0,21.3
25,33.8,8.26,7.732,0,21.3
25,33.8,8.26,7.732,0,21.3
25,33.8,8.26,7.833,0,21.2
25,33.8,8.26,7.733,0,21.2
25,33.8,8.26,7.808,0,21.2
25,33.8,8.26,7.779,0,21.2
25,33.8,8.26,7.808,0,21.2
25,33.8,8.26,7.834,0,21.2
25,33.8,8.26,7.841,0,21.1
25,33.8,8.26,7.87,0,21.1
25,33.8,8.26,7.958,0,21.1
25,33.8,8.26,7.964,0,21.1
25,33.8,8.26,7.99,0,21.1
25,33.8,8.26,8.101,0,21.1
25,33.8,8.26,8.142,0,21.1
25,33.8,8.26,8.143,0,21.1
25,33.8,8.26,8.143,0,21.1
25,33.8,8.26,8.143,0,21.1
25,33.8,8.26,8.143,0,21
25,33.8,8.26,8.187,0,21
25,33.8,8.26,8.143,0,21
25,33.8,8.26,8.215,0,21
25,33.8,8.26,8.144,0,21
25,33.8,8.26,8.144,0,21
25,33.8,8.27,8.171,0,21
25,33.8,8.27,8.144,0,21
25,33.8,8.27,8.144,0,21
25,33.8,8.27,8.144,0,21
25,33.8,8.27,8.081,0,21
25,33.8,8.27,8.122,0,21
25,33.8,8.27,8.136,0,21
25,33.8,8.27,8.095,0,21
25,33.8,8.27,8.199,0,21
25,33.8,8.27,8.064,0,21
25,33.8,8.27,8.046,0,21
25,33.8,8.27,7.985,0,21
25,33.8,8.27,7.938,0,21
25,33.8,8.27,7.864,0,21
25,33.8,8.27,7.728,0,21
25,33.8,8.27,7.751,0,21
25,33.8,8.27,7.692,0,21
25,33.8,8.27,7.489,0,21
25,33.8,8.27,7.281,0,21
25,33.8,8.27,7.271,0,21
25,33.8,8.27,7.265,0,21
25,33.8,8.27,7.265,0,21
25,33.8,8.27,7.265,0,21
25,33.8,8.27,7.265,0,21
25,33.8,8.27,7.265,0,21
25,33.8,8.27,7.184,0,21
25,33.8,8.27,6.997,0,21
25,33.8,8.27,6.993,0,21
25,33.8,8.27,6.993,0,21
25,33.8,8.27,6.993,0,21
25,33.8,8.27,6.993,0,21
25,33.8,8.27,6.993,0,21
25,33.8,8.27,6.993,0,21
25,33.8,8.27,6.993,0,21
25,33.8,8.27,6.993,0,21
25,33.8,8.27,6.876,0,21
25,33.8,8.27,6.81,0,21
24.9,33.8,8.27,6.814,0,21
24.9,33.8,8.27,6.814,0,21
24.9,33.8,8.27,6.814,0,21
24.9,33.8,8.27,6.814,0,21
24.9,33.8,8.27,6.814,0,21
24.9,33.8,8.27,6.814,0,21
24.9,33.8,8.27,6.814,0,21
24.9,33.8,8.27,6.814,0,21
24.9,33.8,8.27,6.814,0,21
24.9,33.8,8.27,6.814,0,21
24.9,33.8,8.27,6.888,0,21
24.9,33.8,8.27,6.883,0,21
24.9,33.8,8.27,7.321,0,21
24.9,33.8,8.27,7.832,0,21
24.9,33.8,8.27,7.854,0,21
24.9,33.8,8.27,8.075,0,21
24.9,33.8,8.27,8.241,0,21
24.9,33.8,8.27,8.237,0,21
24.9,33.8,8.27,8.519,0,21
24.9,33.8,8.27,8.238,0,21
24.9,33.8,8.27,8.238,0,21
24.9,33.8,8.27,8.238,0,21
24.9,33.8,8.27,8.238,0,21
24.9,33.8,8.27,8.238,0,21
24.9,33.8,8.32,8.165,0,21
24.9,33.8,8.32,8.201,0,21
24.9,33.8,8.32,8.106,0,21
24.9,33.8,8.32,8.035,0,21
24.9,33.8,8.32,7.965,0,21
24.9,33.8,8.32,7.963,0,21
24.9,33.8,8.32,7.739,0,21
24.9,33.8,8.32,7.848,0,21
24.9,33.8,8.32,7.848,0,21
24.9,33.8,8.32,7.848,0,21
24.9,33.8,8.32,7.848,0,21
24.9,33.8,8.32,7.848,0,21
24.9,33.8,8.32,7.848,0,21
24.9,33.8,8.32,7.848,0,21
24.9,33.8,8.32,7.848,0,21
24.9,33.8,8.32,7.848,0,21
24.9,33.8,8.32,7.848,0,21
24.9,33.8,8.32,7.848,0,21.1
24.9,33.8,8.32,7.806,0,21.1
24.9,33.8,8.32,7.559,0,21.1
24.9,33.8,8.32,7.467,0,21.1
24.9,33.8,8.32,7.334,0,21.1
24.9,33.8,8.32,6.989,0,21.1
24.9,33.8,8.32,6.9,0,21.1
24.9,33.8,8.32,6.832,0.3,21.1
24.9,33.8,8.32,6.76,0.3,21.2
24.9,33.8,8.32,6.694,0.3,21.2
24.9,33.8,8.32,6.689,0.3,21.2
24.9,33.8,8.32,6.689,0.3,21.2
24.9,33.8,8.32,6.677,0.3,21.2
24.9,33.8,8.32,6.469,0.3,21.2
24.9,33.8,8.32,6.361,0.3,21.3
24.9,33.8,8.32,6.358,0.3,21.3
24.9,33.8,8.32,6.358,0.3,21.3
24.9,33.8,8.32,6.358,0.3,21.3
24.9,33.8,8.32,6.358,0.3,21.4
24.9,33.8,8.32,6.358,0.3,21.4
24.9,33.8,8.32,6.358,0.3,21.4
24.9,33.8,8.32,6.358,0.3,21.4
24.9,33.8,8.32,6.358,0.3,21.5
24.9,33.8,8.32,6.274,0.3,21.5
24.9,33.8,8.32,6.327,0.3,21.6
24.9,33.8,8.32,6.325,0.3,21.6
24.9,33.8,8.32,6.325,0.3,21.6
24.9,33.8,8.32,6.263,0.3,21.7
25,33.8,8.32,6.258,0.3,21.7
25,33.8,8.32,6.029,0.3,21.8
25,33.8,8.32,6.016,0.3,21.8
25,33.8,8.32,6.016,0.3,21.9
25,33.8,8.32,5.96,0.3,21.9
25,33.8,8.32,5.898,0.3,22
25,33.8,8.32,5.896,0.3,22.1
25,33.8,8.32,5.889,0.3,22.1
25,33.8,8.32,5.888,0.3,22.2
25,33.8,8.32,5.879,0.3,22.3
25,33.8,8.32,5.879,0.3,22.4
25,33.8,8.32,5.879,0.3,22.4
25,33.8,8.32,5.879,0.3,22.5
25,33.8,8.32,5.846,0.3,22.6
25,33.8,8.32,5.691,0.3,22.7
25,33.8,8.32,5.481,0.3,22.8
25,33.8,8.32,5.489,0.3,22.9
25,33.8,8.32,5.489,0.3,23
25,33.8,8.32,5.489,0.3,23.1
25,33.8,8.32,5.489,0.3,23.2
25,33.8,8.32,5.489,0.3,23.3
25,33.8,8.32,5.489,0.3,23.4
25,33.8,8.32,5.489,0.3,23.5
25,33.8,8.32,5.489,0.3,23.6
25,33.8,8.31,5.489,0.3,23.7
25,33.8,8.31,5.489,0.3,23.8
25,33.8,8.3,5.489,0.3,23.9
25,33.8,8.3,5.489,0.3,24
25,33.8,8.3,5.489,0.3,24.2
25,33.8,8.3,5.489,0.3,24.3
25,33.8,8.3,5.489,0.3,24.4
25,33.8,8.3,5.489,0.3,24.5
25,33.8,8.3,5.489,0.3,24.6
25,33.8,8.3,5.489,0.3,24.8
25,33.8,8.3,5.489,0.3,24.9
25,33.8,8.3,5.489,0.3,25
25,33.8,8.3,5.489,0.3,25.1
25,33.8,8.3,5.62,0.3,25.2
25,33.8,8.3,5.896,0.3,25.3
25,33.8,8.3,6.006,0.3,25.5
25,33.8,8.3,6.011,0.3,25.6
25,33.8,8.3,6.011,0.3,25.7
25,33.8,8.3,6.066,0.3,25.8
25,33.8,8.3,6.137,0.3,25.9
25,33.8,8.3,6.255,0.3,26
25,33.8,8.3,6.331,0.3,26.1
25,33.8,8.3,6.333,0.3,26.2
25,33.8,8.3,6.335,0.3,26.3
25,33.8,8.3,6.345,0.3,26.4
25,33.8,8.3,6.349,0.3,26.4
25,33.8,8.3,6.349,0.3,26.5
25,33.8,8.3,6.349,0.3,26.6
25,33.8,8.3,6.349,0.3,26.6
25,33.8,8.3,6.349,0.3,26.7
25,33.8,8.3,6.349,0.3,26.8
25,33.8,8.3,6.349,0.3,26.8
25,33.8,8.3,6.349,0.3,26.9
25,33.8,8.3,6.349,0.3,26.9
25,33.8,8.3,6.439,0.3,26.9
25,33.8,8.3,6.405,0.3,26.9
25,33.8,8.3,6.349,0.3,27
25,33.8,8.3,6.349,0.3,27
25,33.8,8.3,6.324,0.3,27
25,33.8,8.3,6.345,0.3,27
25,33.8,8.3,6.323,0.3,27
25,33.8,8.3,6.293,0.3,27
25,33.8,8.3,6.101,0.3,26.9
25,33.8,8.3,5.958,0.3,26.9
25,33.8,8.3,5.837,0.3,26.9
24.9,33.8,8.3,5.823,0.3,26.8
24.9,33.8,8.3,5.823,0.3,26.8
24.9,33.8,8.3,5.823,0.3,26.7
24.9,33.8,8.3,5.823,0.3,26.7
24.9,33.8,8.3,5.823,0.3,26.6
24.9,33.8,8.3,5.823,0.3,26.6
24.9,33.8,8.3,5.823,0.3,26.5
24.9,33.8,8.3,5.823,0.3,26.4
24.9,33.8,8.3,5.823,0.3,26.3
24.9,33.8,8.3,5.823,0.3,26.2
24.9,33.8,8.3,5.823,0.3,26.1
24.9,33.8,8.3,5.735,0.3,26.1
24.9,33.8,8.3,5.713,0.3,26
24.9,33.8,8.3,5.712,0.3,25.8
24.9,33.8,8.3,5.712,0.3,25.7
24.9,33.8,8.3,5.712,0.3,25.6
24.9,33.8,8.3,5.712,0.3,25.5
24.9,33.8,8.3,5.712,0.3,25.4
24.9,33.8,8.3,5.53,0.3,25.3
24.9,33.8,8.3,5.54,0.3,25.2
24.9,33.8,8.3,5.54,0.3,25.1
24.9,33.8,8.3,5.54,0.3,24.9
24.9,33.8,8.3,5.445,0.3,24.8
24.9,33.8,8.3,5.54,0.3,24.7
24.9,33.8,8.3,5.609,0.3,24.6
24.9,33.8,8.3,5.81,0.3,24.5
24.9,33.8,8.3,5.872,0.3,24.4
24.9,33.8,8.3,5.915,0.3,24.2
24.9,33.8,8.3,5.893,0.3,24.1
24.9,33.8,8.3,5.893,0.3,24
24.9,33.8,8.3,5.893,0.3,23.9
24.9,33.8,8.3,5.893,0.3,23.8
24.9,33.8,8.3,5.893,0.3,23.7
24.9,33.8,8.3,5.893,0.3,23.5
24.9,33.8,8.3,5.893,0.3,23.4
24.9,33.8,8.3,5.893,0.3,23.3
24.9,33.8,8.3,5.893,0.3,23.2
24.9,33.8,8.3,5.867,0.3,23.1
25,33.8,8.3,5.982,0.3,23
25,33.8,8.3,6.171,0.3,22.9
25,33.8,8.3,6.178,0.3,22.8
25,33.8,8.3,6.333,0.3,22.7
25,33.8,8.3,6.342,0.3,22.7
25,33.8,8.3,6.342,0.3,22.6
25,33.8,8.3,6.342,0.3,22.5
25.1,33.8,8.3,6.342,0.3,22.4
25.1,33.8,8.3,6.362,0.3,22.3
25.1,33.8,8.3,6.405,0.3,22.3
25.1,33.8,8.3,6.419,0.3,22.2
25.1,33.8,8.3,6.419,0.3,22.1
25.1,33.8,8.3,6.419,0.3,22
25.1,33.8,8.3,6.419,0.3,22
25.1,33.8,8.3,6.419,0.3,21.9
25.1,33.8,8.3,6.419,0.3,21.9
25.1,33.8,8.3,6.432,0.3,21.8
25.1,33.7,8.3,6.433,0.3,21.8
25.1,33.7,8.3,6.465,0.3,21.7
25.1,33.7,8.3,6.657,0.3,21.7
25.1,33.7,8.3,7.297,0.3,21.6
25.1,33.7,8.3,7.424,0.3,21.6
25.1,33.7,8.3,7.432,0.3,21.5
25.1,33.7,8.3,7.493,0.3,21.5
25.1,33.7,8.3,7.734,0.3,21.5
25.2,33.7,8.3,7.748,0.3,21.4
25.2,33.7,8.3,7.761,0.3,21.4
25.2,33.7,8.3,7.761,0.3,21.4
25.2,33.7,8.3,7.964,0.3,21.3
25.2,33.7,8.3,8.072,0.3,21.3
25.2,33.7,8.3,8.098,0.3,21.3
25.2,33.7,8.3,8.096,0.3,21.3
25.2,33.7,8.3,8.289,0.3,21.2
25.2,33.7,8.3,8.232,0.3,21.2
25.2,33.7,8.3,8.284,0.3,21.2
25.2,33.7,8.3,8.477,0.3,21.2
25.2,33.7,8.3,8.54,0.3,21.2
25.2,33.7,8.3,8.542,0.3,21.2
25.2,33.7,8.3,8.581,0.3,21.1
25.2,33.7,8.3,8.582,0.3,21.1
25.2,33.7,8.3,8.582,0.3,21.1
25.2,33.7,8.3,8.582,0.3,21.1
25.2,33.7,8.3,8.66,0.3,21.1
25.2,33.7,8.32,8.715,0.3,21.1
25.2,33.7,8.33,8.582,0.3,21.1
25.2,33.7,8.33,8.582,0.3,21.1
25.2,33.7,8.33,8.521,0.3,21.1
25.2,33.7,8.33,8.582,0.3,21.1
25.2,33.7,8.33,8.644,0.3,21.1
25.2,33.6,8.33,8.7,0.3,21.1
25.2,33.6,8.33,8.648,0.3,21
25.2,33.6,8.33,8.564,0.3,21
25.2,33.6,8.33,8.636,0.3,21
25.2,33.6,8.33,8.63,0.3,21
25.2,33.6,8.33,8.711,0.3,21
25.2,33.6,8.33,8.785,0.3,21
25.2,33.6,8.33,8.739,0.3,21
25.2,33.6,8.33,8.754,0.3,21
25.2,33.6,8.33,8.755,0.3,21
25.2,33.6,8.33,8.892,0.3,21
25.2,33.6,8.33,8.992,0.3,21
25.2,33.6,8.33,8.755,0.3,21
25.2,33.6,8.33,8.754,0.3,21
25.2,33.6,8.33,8.748,0.3,20.9
25.2,33.6,8.33,8.737,0.3,20.9
25.2,33.6,8.33,8.736,0.3,20.9
25.2,33.6,8.33,8.736,0.3,20.9
25.2,33.6,8.33,8.736,0.3,20.9
25.2,33.6,8.33,8.736,0.3,20.9
25.2,33.6,8.33,8.736,0.3,20.9
25.2,33.6,8.33,8.57,0.3,20.9
25.2,33.6,8.33,8.62,0.3,20.9
25.2,33.6,8.33,8.448,0.3,20.8
25.2,33.6,8.33,8.355,0.3,20.8
25.2,33.6,8.33,8.202,0.3,20.8
25.2,33.6,8.33,8.205,0.3,20.8
25.2,33.6,8.33,8.203,0.3,20.8
25.2,33.6,8.33,8.203,0.3,20.8
25.2,33.6,8.33,8.203,0.3,20.8
25.2,33.6,8.33,8.203,0.3,20.8
25.2,33.6,8.33,8.134,0.3,20.7
25.2,33.6,8.33,8.203,0.3,20.7
25.2,33.6,8.33,8.203,0.3,20.7
25.2,33.6,8.33,8.203,0.3,20.7
25.2,33.6,8.33,8.181,0.3,20.7
25.2,33.6,8.33,8.362,0.3,20.7
25.2,33.6,8.33,8.165,0.3,20.7
25.2,33.6,8.33,8.201,0.3,20.7
25.2,33.6,8.33,8.238,0.3,20.6
25.2,33.6,8.33,8.263,0.3,20.6
25.2,33.6,8.33,8.238,0.3,20.6
25.2,33.6,8.33,8.238,0.3,20.6
25.2,33.6,8.33,8.221,0.3,20.6
25.2,33.6,8.33,8.198,0.3,20.6
25.2,33.6,8.33,8.131,0.3,20.6
25.2,33.6,8.33,8.07,0.3,20.6
25.2,33.6,8.33,8.066,0.3,20.6
25.2,33.6,8.33,8.066,0.3,20.5
25.2,33.6,8.33,8.066,0.3,20.5
25.2,33.6,8.33,8.066,0.3,20.5
25.2,33.6,8.33,8.066,0.3,20.5
25.2,33.6,8.33,7.894,0.3,20.5
25.2,33.6,8.33,7.752,0.3,20.5
25.2,33.6,8.33,7.399,0.3,20.5
25.2,33.6,8.33,7.085,0.3,20.5
25.2,33.6,8.33,7.088,0.3,20.4
25.2,33.6,8.33,7.036,0.3,20.4
25.2,33.6,8.33,7.026,0.3,20.4
25.2,33.6,8.33,7.002,0.3,20.4
25.2,33.6,8.33,6.967,0.3,20.4
25.2,33.6,8.33,6.888,0.3,20.4
25.2,33.6,8.33,6.896,0.3,20.4
25.2,33.6,8.33,6.877,0.3,20.4
25.2,33.6,8.33,6.877,0.3,20.4
25.2,33.6,8.33,6.877,0.3,20.3
25.2,33.6,8.33,6.877,0.3,20.3
25.2,33.6,8.33,6.877,0.3,20.3
25.2,33.6,8.33,6.877,0.3,20.3
25.2,33.6,8.33,6.877,0.3,20.3
25.2,33.6,8.33,6.877,0.3,20.3
25.2,33.6,8.33,6.877,0.3,20.3
25.2,33.6,8.33,6.888,0.3,20.3
25.2,33.6,8.33,6.804,0.3,20.2
25.2,33.6,8.33,6.877,0.3,20.2
25.2,33.6,8.33,6.877,0.3,20.2
25.2,33.6,8.33,6.96,0.3,20.2
25.2,33.6,8.33,6.896,0.3,20.2
25.2,33.6,8.33,6.877,0.3,20.2
25.2,33.6,8.33,6.877,0.3,20.2
25.2,33.6,8.33,6.911,0.3,20.2
25.2,33.6,8.33,6.943,0.3,20.1
25.2,33.6,8.33,6.945,0.3,20.1
25.2,33.6,8.33,6.945,0.3,20.1
25.2,33.6,8.33,6.945,0.3,20.1
25.2,33.6,8.33,6.945,0.3,20.1
25.2,33.6,8.33,7.067,0.3,20.1
25.2,33.6,8.33,7.092,0.3,20.1
25.2,33.6,8.33,7.095,0.3,20.1
25.2,33.6,8.33,7.095,0.3,20.1
25.2,33.6,8.33,7.095,0.3,20.1
25.2,33.6,8.33,7.095,0.3,20.1
25.2,33.6,8.33,7.095,0.3,20.1
25.2,33.6,8.33,7.095,0.3,20.1
25.2,33.6,8.33,7.095,0.3,20.2
25.2,33.6,8.33,7.104,0.3,20.2
25.2,33.6,8.33,6.895,0.3,20.3
25.2,33.6,8.33,6.827,0.3,20.3
25.2,33.6,8.33,6.805,0.3,20.3
25.2,33.6,8.33,6.808,0.3,20.3
25.2,33.6,8.33,6.808,0.3,20.3
25.2,33.6,8.33,6.808,0.3,20.4
25.2,33.6,8.33,6.808,0.3,20.4
25.2,33.6,8.33,6.808,0.3,20.4
25.2,33.6,8.33,6.823,0.3,20.5
25.2,33.6,8.33,6.823,0,20.5
25.2,33.6,8.33,6.823,0,20.5
25.2,33.6,8.33,6.86,0,20.6
25.2,33.6,8.33,6.861,0,20.6
25.2,33.6,8.33,6.861,0,20.7
25.2,33.6,8.33,6.889,0,20.7
25.2,33.6,8.33,6.895,0,20.8
25.2,33.6,8.33,6.992,0,20.8
25.2,33.6,8.33,6.895,0,20.9
25.2,33.6,8.33,6.895,0,20.9
25.2,33.6,8.33,6.895,0,21
25.2,33.6,8.33,6.895,0,21.1
25.2,33.6,8.33,6.895,0,21.1
25.2,33.6,8.33,7.097,0,21.2
25.2,33.6,8.33,6.824,0,21.3
25.2,33.6,8.33,6.801,0,21.4
25.2,33.6,8.33,6.8,0,21.4
25.2,33.6,8.33,6.8,0,21.5
25.2,33.6,8.33,6.694,0,21.6
25.2,33.6,8.33,6.589,0,21.7
25.2,33.6,8.33,6.586,0,21.8
25.2,33.6,8.33,6.586,0,21.9
25.2,33.6,8.33,6.556,0,22
25.2,33.6,8.33,6.447,0,22.1
25.2,33.6,8.33,6.11,0,22.2
25.2,33.6,8.33,6.063,0,22.3
25.2,33.6,8.33,6.061,0,22.4
25.2,33.6,8.33,6.061,0,22.6
25.2,33.6,8.33,6.019,0,22.7
25.2,33.6,8.33,5.75,0,22.8
25.2,33.6,8.33,5.518,0,22.9
25.2,33.6,8.33,5.51,0,23.1
25.2,33.6,8.33,5.51,0,23.2
25.2,33.6,8.33,5.51,0,23.4
25.2,33.6,8.33,5.51,0,23.5
25.2,33.6,8.33,5.51,0,23.6
25.2,33.6,8.33,5.51,0,23.8
25.2,33.6,8.33,5.51,0,23.9
25.2,33.6,8.33,5.479,0,24.1
25.2,33.6,8.33,5.433,0,24.2
25.2,33.6,8.33,5.147,0,24.4
25.2,33.6,8.33,5.055,0,24.5
25.2,33.6,8.33,4.924,0,24.7
25.2,33.6,8.33,4.76,0,24.9
25.2,33.6,8.33,4.744,0,25
25.2,33.6,8.33,4.743,0,25.2
25.2,33.6,8.33,4.743,0,25.3
25.2,33.6,8.33,4.743,0,25.5
25.2,33.6,8.33,4.729,0,25.6
25.2,33.6,8.33,4.7,0,25.8
25.2,33.6,8.33,4.65,0,25.9
25.2,33.6,8.33,4.589,0,26.1
25.2,33.6,8.33,4.587,0,26.2
25.2,33.6,8.33,4.587,0,26.4
25.2,33.6,8.33,4.54,0,26.5
25.2,33.6,8.3,4.363,0,26.7
25.2,33.6,8.23,4.341,0,26.8
25.2,33.6,8.23,4.34,0,27
25.2,33.6,8.21,4.34,0,27.1
25.2,33.6,8.21,4.34,0,27.2
25.2,33.6,8.2,4.34,0,27.3
25.2,33.6,8.19,4.34,0,27.4
25.2,33.6,8.19,4.34,0,27.5
25.2,33.6,8.19,4.34,0,27.7
25.2,33.6,8.19,4.415,0,27.7
25.2,33.6,8.19,4.34,0,27.8
25.2,33.6,8.19,4.383,0,27.9
25.2,33.6,8.19,4.376,0,28
25.2,33.6,8.19,4.34,0,28.1
25.2,33.6,8.19,4.351,0,28.1
25.2,33.6,8.19,4.382,0,28.2
25.2,33.6,8.19,4.47,0,28.3
25.2,33.6,8.19,4.477,0,28.3
25.2,33.6,8.19,4.511,0,28.3
25.2,33.6,8.19,4.523,0,28.3
25.2,33.6,8.19,4.523,0,28.3
25.2,33.6,8.19,4.557,0,28.3
25.2,33.6,8.19,4.964,0,28.3
25.2,33.6,8.19,5.145,0,28.3
25.2,33.6,8.19,5.145,0,28.3
25.2,33.6,8.19,5.145,0,28.3
25.1,33.6,8.19,5.145,0,28.3
25.1,33.6,8.19,5.145,0,28.3
25.1,33.6,8.19,5.145,0,28.2
25.1,33.6,8.19,5.145,0,28.2
25.1,33.6,8.19,5.042,0,28.1
25.1,33.6,8.19,5.143,0,28
25.1,33.6,8.19,5.143,0,28
25.1,33.6,8.19,5.143,0,27.9
25.1,33.6,8.19,5.143,0,27.8
25.1,33.6,8.19,5.143,0,27.7
25.1,33.6,8.19,5.143,0,27.6
25.1,33.6,8.19,5.143,0,27.5
25.1,33.6,8.19,5.143,0,27.4
25.1,33.6,8.19,5.143,0,27.3
25.1,33.6,8.19,5.095,0,27.1
25.1,33.6,8.19,5.143,0,27
25.1,33.6,8.19,5.143,0,26.9
25.1,33.6,8.19,5.143,0,26.8
25.1,33.6,8.19,5.143,0,26.6
25.1,33.6,8.19,5.143,0,26.5
25.1,33.6,8.19,5.143,0,26.3
25.1,33.6,8.19,5.146,0,26.2
25.1,33.6,8.19,5.143,0,26
25.1,33.6,8.19,5.143,0,25.9
25.1,33.6,8.19,5.143,0,25.7
25.1,33.6,8.19,5.143,0,25.6
25.1,33.6,8.19,5.143,0,25.4
25.1,33.6,8.19,5.143,0,25.3
25.1,33.6,8.19,5.143,0,25.1
25.1,33.6,8.19,5.143,0,24.9
25.1,33.6,8.19,5.143,0,24.8
25.1,33.6,8.19,5.143,0,24.6
25.1,33.6,8.19,5.143,0,24.5
25.1,33.6,8.19,5.143,0,24.3
25.1,33.6,8.19,5.143,0,24.2
25.1,33.6,8.19,5.225,0,24
25.1,33.6,8.19,5.438,0,23.9
25.1,33.6,8.19,5.592,0,23.7
25.1,33.6,8.19,5.618,0,23.6
25.1,33.6,8.19,5.66,0,23.4
25.1,33.6,8.19,5.704,0,23.3
25.1,33.6,8.19,5.747,0,23.2
25.1,33.6,8.19,5.787,0,23
25.1,33.6,8.19,6.131,0,22.9
25.1,33.6,8.19,6.179,0,22.8
25.1,33.6,8.19,6.181,0,22.6
25.1,33.6,8.19,6.181,0,22.5
25.1,33.6,8.19,6.181,0,22.4
25.1,33.6,8.19,6.181,0,22.3
25.1,33.6,8.19,6.298,0,22.2
25.1,33.6,8.19,6.305,0,22.1
25.1,33.6,8.19,6.363,0,22
25.1,33.6,8.19,6.372,0,21.9
25.1,33.6,8.19,6.372,0,21.8
25.1,33.6,8.19,6.372,0,21.7
25.1,33.6,8.19,6.372,0,21.6
25.1,33.6,8.22,6.372,0,21.5
25.1,33.6,8.22,6.641,0,21.4
25.1,33.6,8.22,6.945,0,21.3
25.1,33.6,8.22,7.103,0,21.2
25.1,33.6,8.22,7.109,0,21.2
25.1,33.6,8.22,7.126,0,21.1
25.1,33.6,8.22,7.141,0,21
25.1,33.6,8.22,7.147,0,21
25.1,33.6,8.22,7.227,0,20.9
25.1,33.6,8.22,7.206,0,20.8
25.1,33.6,8.22,7.231,0,20.8
25.1,33.6,8.22,7.263,0,20.7
25.1,33.6,8.22,7.265,0,20.7
25.1,33.6,8.22,7.271,0,20.6
25.1,33.6,8.22,7.321,0,20.6
25.1,33.6,8.22,7.32,0,20.6
25.1,33.6,8.22,7.32,0,20.5
25.1,33.6,8.22,7.32,0,20.5
25.1,33.6,8.26,7.32,0,20.4
25.1,33.6,8.31,7.32,0,20.4
25.1,33.6,8.31,7.32,0,20.4
25.1,33.6,8.35,7.442,0,20.4
25.1,33.6,8.35,7.447,0,20.3
25.1,33.6,8.35,7.447,0,20.3
25.1,33.6,8.35,7.63,0,20.3
25.1,33.6,8.35,7.815,0,20.3
25.1,33.6,8.35,8.088,0,20.2
25.1,33.6,8.35,8.284,0,20.2
25.2,33.6,8.35,8.318,0,20.2
25.2,33.6,8.35,8.328,0,20.2
25.2,33.6,8.35,8.357,0,20.2
25.2,33.6,8.35,8.359,0,20.2
25.2,33.6,8.35,8.412,0,20.1
25.2,33.6,8.35,8.554,0,20.1
25.2,33.6,8.35,8.748,0,20.1
25.2,33.6,8.35,8.68,0,20.1
25.2,33.6,8.35,8.679,0,20.1
25.2,33.6,8.35,8.795,0,20.1
25.2,33.6,8.35,8.686,0,20.1
25.2,33.6,8.35,8.686,0,20.1
25.2,33.6,8.35,8.831,0,20.1
25.2,33.6,8.35,8.686,0,20.1
25.2,33.6,8.35,8.8,0,20.1
25.2,33.6,8.35,8.703,0,20.1
25.2,33.6,8.35,8.686,0,20
25.2,33.6,8.35,8.566,0,20
25.2,33.6,8.35,8.686,0,20
25.2,33.6,8.35,8.595,0,20
25.2,33.6,8.35,8.661,0,20
25.2,33.6,8.35,8.671,0,20
25.2,33.6,8.36,8.671,0,19.9
25.2,33.6,8.38,8.748,0,19.9
25.2,33.6,8.38,8.574,0,19.9
25.2,33.6,8.38,8.528,0,19.9
25.2,33.6,8.38,8.755,0,19.9
25.2,33.6,8.38,8.703,0,19.9
25.2,33.6,8.38,8.542,0,19.9
25.2,33.6,8.38,8.411,0,19.9
25.2,33.6,8.38,8.527,0,19.8
25.2,33.6,8.38,8.518,0,19.8
25.2,33.6,8.38,8.496,0,19.8
25.2,33.6,8.38,8.495,0,19.8
25.2,33.6,8.38,8.496,0,19.8
25.2,33.5,8.38,8.496,0,19.8
25.2,33.5,8.38,8.496,0,19.8
25.2,33.5,8.38,8.496,0,19.8
25.2,33.5,8.38,8.496,0,19.8
25.2,33.5,8.39,8.501,0,19.7
25.2,33.5,8.39,8.501,0,19.7
25.2,33.5,8.39,8.501,0,19.7
25.2,33.5,8.39,8.501,0,19.7
25.2,33.5,8.39,8.501,0,19.7
25.2,33.5,8.39,8.584,0,19.7
25.2,33.5,8.39,8.417,0,19.7
25.2,33.5,8.39,8.501,0,19.7
25.2,33.5,8.39,8.42,0,19.6
25.2,33.5,8.39,8.501,0,19.6
25.2,33.5,8.4,8.501,0,19.6
25.2,33.5,8.4,8.575,0,19.6
25.2,33.5,8.4,8.467,0,19.6
25.2,33.5,8.4,8.467,0,19.6
25.2,33.5,8.4,8.467,0,19.6
25.2,33.5,8.4,8.466,0,19.6
25.2,33.5,8.4,8.454,0,19.5
25.2,33.5,8.4,8.47,0,19.5
25.2,33.5,8.4,8.219,0,19.5
25.2,33.5,8.4,8.077,0,19.5
25.2,33.5,8.4,8.08,0,19.5
25.2,33.5,8.4,8.077,0,19.5
25.2,33.5,8.4,8.077,0,19.5
25.2,33.5,8.4,8.077,0,19.5
25.2,33.5,8.4,8.046,0,19.5
25.2,33.5,8.4,7.951,0,19.4
25.2,33.5,8.4,7.894,0,19.4
25.2,33.5,8.4,7.892,0,19.4
25.2,33.5,8.4,7.892,0,19.4
25.2,33.5,8.4,7.892,0,19.4
25.2,33.5,8.4,7.892,0,19.4
